"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url"
"London City Gate - Kings Cross - St Pancras","Camden, Londra Mostra sulla mappa","£52","1 notte, 1 adulto","Camera Matrimoniale con Bagno Privato","1 letto matrimoniale alla francese","7,2","Buono","240 recensioni","https://www.booking.com/hotel/gb/london-city-gate-kings-cross-st-pancras.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=457945707_178263025_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=158&highlighted_blocks=457945707_178263025_0_0_0&hpos=7&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=457945707_178263025_0_0_0__5185&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"The Marble Arch Suites","Quartiere di Westminster, Londra Mostra sulla mappa","£55","1 notte, 1 adulto","Camera Singola Deluxe","1 letto singolo","7,5","Buono","587 recensioni","https://www.booking.com/hotel/gb/shaftesbury-suites-london-marble-arch.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=23780301_203192386_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=159&highlighted_blocks=23780301_203192386_0_2_0&hpos=8&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=23780301_203192386_0_2_0__5500&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Z Hotel Covent Garden","Quartiere di Westminster, Londra Mostra sulla mappa","£55","1 notte, 1 adulto","Camera Matrimoniale senza Finestra","1 letto matrimoniale alla francese","8,9","Favoloso","5.310 recensioni","https://www.booking.com/hotel/gb/z-covent-garden.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=372266603_119933979_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=160&highlighted_blocks=372266603_119933979_0_0_0&hpos=9&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=372266603_119933979_0_0_0__5500&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"London Regent - City Studios","Camden, Londra Mostra sulla mappa","£49","1 notte, 1 adulto","Monolocale Deluxe","1 letto matrimoniale alla francese","7,0","Buono","46 recensioni","https://www.booking.com/hotel/gb/london-city-studio-apartments.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=588055603_253383358_2_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=161&highlighted_blocks=588055603_253383358_2_0_0&hpos=10&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=588055603_253383358_2_0_0__4867&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Caesar Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£55","1 notte, 1 adulto","Camera Singola Standard","1 letto singolo","8,4","Ottimo","2.102 recensioni","https://www.booking.com/hotel/gb/juliuscaesar.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=16426_278395752_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=162&highlighted_blocks=16426_278395752_0_2_0&hpos=11&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=16426_278395752_0_2_0__5520&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Paddington Stays by Stay Guru","Quartiere di Westminster, Londra Mostra sulla mappa","£56","1 notte, 1 adulto","Monolocale Deluxe","1 letto matrimoniale alla francese","8,1","Ottimo","35 recensioni","https://www.booking.com/hotel/gb/paddington-stays-by-stay-guru.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=662140302_275416730_2_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=163&highlighted_blocks=662140302_275416730_2_0_0&hpos=12&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=662140302_275416730_2_0_0__5600&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Holiday Inn London Kensington Forum","Kensington e Chelsea, Londra Mostra sulla mappa","£57","1 notte, 1 adulto","Camera Matrimoniale - Non Fumatori","1 letto matrimoniale alla francese","7,6","Buono","5.104 recensioni","https://www.booking.com/hotel/gb/holiday-inn-london-kensington-forum.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=3738102_246025507_2_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=164&highlighted_blocks=3738102_246025507_2_2_0&hpos=13&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3738102_246025507_2_2_0__5700&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"NH London Kensington","Kensington e Chelsea, Londra Mostra sulla mappa","£58","1 notte, 1 adulto","Camera Matrimoniale Standard","Letti: 1 matrimoniale o 2 singoli","7,9","Buono","1.111 recensioni","https://www.booking.com/hotel/gb/nh-kensington.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=3397501_86358076_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=165&highlighted_blocks=3397501_86358076_0_0_0&hpos=14&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3397501_86358076_0_0_0__5759&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Trafalgar Square Apartments","Quartiere di Westminster, Londra Mostra sulla mappa","£52","1 notte, 1 adulto","Appartamento Deluxe","1 letto matrimoniale","","","","https://www.booking.com/hotel/gb/stayinn-trafalgarsquare.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=696149401_286543693_2_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=166&highlighted_blocks=696149401_286543693_2_0_0&hpos=15&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=696149401_286543693_2_0_0__5242&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"The Eaton Townhouse","Quartiere di Westminster, Londra Mostra sulla mappa","£51","1 notte, 1 adulto","Camera Matrimoniale Standard","1 letto matrimoniale","8,0","Ottimo","609 recensioni","https://www.booking.com/hotel/gb/the-eaton-townhouse.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=206301901_266081912_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=167&highlighted_blocks=206301901_266081912_0_0_0&hpos=16&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=206301901_266081912_0_0_0__5104&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"The Beverley Hotel London - Victoria","Quartiere di Westminster, Londra Mostra sulla mappa","£51","1 notte, 1 adulto","Camera Matrimoniale Deluxe","1 letto matrimoniale alla francese","8,3","Ottimo","797 recensioni","https://www.booking.com/hotel/gb/the-beverley-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=169019802_266081894_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=168&highlighted_blocks=169019802_266081894_0_0_0&hpos=17&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=169019802_266081894_0_0_0__5104&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"The Exhibitionist Hotel","Kensington e Chelsea, Londra Mostra sulla mappa","£58","1 notte, 1 adulto","Camera Matrimoniale Standard","1 letto matrimoniale","8,6","Favoloso","1.215 recensioni","https://www.booking.com/hotel/gb/the-exhibitionist.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=12307813_110876071_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=169&highlighted_blocks=12307813_110876071_0_2_0&hpos=18&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=12307813_110876071_0_2_0__5800&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Comfort Inn London - Westminster","Quartiere di Westminster, Londra Mostra sulla mappa","£58","1 notte, 1 adulto","Camera Doppia con Letti Singoli con Bagno Privato","2 letti singoli","6,5","Punteggio medio","1.183 recensioni","https://www.booking.com/hotel/gb/central-house-victoria.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=12135709_91482398_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=170&highlighted_blocks=12135709_91482398_0_0_0&hpos=19&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=12135709_91482398_0_0_0__5799&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Chelsea Cloisters","Kensington e Chelsea, Londra Mostra sulla mappa","£52","1 notte, 1 adulto","Monolocale","1 letto matrimoniale alla francese","7,2","Buono","4.535 recensioni","https://www.booking.com/hotel/gb/new-chelsea-cloisters.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=3550501_264079023_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=171&highlighted_blocks=3550501_264079023_0_0_0&hpos=20&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3550501_264079023_0_0_0__5192&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Park Grand London Kensington","Kensington e Chelsea, Londra Mostra sulla mappa","£59","1 notte, 1 adulto","Camera Matrimoniale Superior","1 letto matrimoniale alla francese","8,8","Favoloso","3.520 recensioni","https://www.booking.com/hotel/gb/hogarthhotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=16970_202727183_0_34_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=172&highlighted_blocks=16970_202727183_0_34_0&hpos=21&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=16970_202727183_0_34_0__5900&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Park Grand London Lancaster Gate","Quartiere di Westminster, Londra Mostra sulla mappa","£59","1 notte, 1 adulto","Camera Matrimoniale Deluxe","1 letto matrimoniale alla francese","8,1","Ottimo","1.055 recensioni","https://www.booking.com/hotel/gb/shaftesburypaddington.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=170476_202719257_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=173&highlighted_blocks=170476_202719257_0_2_0&hpos=22&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=170476_202719257_0_2_0__5900&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Stylotel","Quartiere di Westminster, Londra Mostra sulla mappa","£59","1 notte, 1 adulto","Single Styloroom","1 letto singolo","7,9","Buono","1.553 recensioni","https://www.booking.com/hotel/gb/ruddimanshotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=107858_273500944_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=174&highlighted_blocks=107858_273500944_0_0_0&hpos=23&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=107858_273500944_0_0_0__5900&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Lancaster Hall Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£59","1 notte, 1 adulto","Camera Singola","1 letto singolo","9,0","Eccellente","26 recensioni","https://www.booking.com/hotel/gb/lancaster-hall.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=636843904_253040134_1_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=175&highlighted_blocks=636843904_253040134_1_2_0&hpos=24&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=636843904_253040134_1_2_0__5900&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Pavilion Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£59","1 notte, 1 adulto","Camera Singola","1 letto singolo","6,3","Punteggio medio","887 recensioni","https://www.booking.com/hotel/gb/pavilion-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av3rwYAGwAIB0gIkNzhhOWI5NTktMmM4NC00OGIxLWEzNmMtYzQ0OTFlYjdiZWRj2AIE4AIB&sid=cbc71d30d03f6bce6de9f621b8bc6f6c&all_sr_blocks=216410802_208953088_1_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=176&highlighted_blocks=216410802_208953088_1_0_0&hpos=25&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=216410802_208953088_1_0_0__5900&srepoch=1611691518&srpvid=39c58d3e30b50166&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Stylotel","Quartiere di Westminster, Londra Mostra sulla mappa","£59","1 notte, 1 adulto","Single Styloroom","1 letto singolo","7,9","Buono","1.553 recensioni","https://www.booking.com/hotel/gb/ruddimanshotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=107858_273500944_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=177&highlighted_blocks=107858_273500944_0_0_0&hpos=1&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=107858_273500944_0_0_0__5900&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Euston Square Hotel","Camden, Londra Mostra sulla mappa","£59","1 notte, 1 adulto","Camera Singola","1 letto singolo","8,1","Ottimo","1.561 recensioni","https://www.booking.com/hotel/gb/euston-square-hitel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=50627_269136387_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=178&highlighted_blocks=50627_269136387_0_0_0&hpos=2&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=50627_269136387_0_0_0__5940&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"London Elizabeth Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£60","1 notte, 1 adulto","Camera Doppia con Letti Singoli","2 letti singoli","6,0","Punteggio medio","1.592 recensioni","https://www.booking.com/hotel/gb/london-elizabeth-hotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=2535_86313146_0_41_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=179&highlighted_blocks=2535_86313146_0_41_0&hpos=3&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=2535_86313146_0_41_0__6000&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Corus Hyde Park Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£60","1 notte, 1 adulto","Camera Standard Doppia con Letti Singoli","2 letti singoli","7,7","Buono","5.040 recensioni","https://www.booking.com/hotel/gb/corus-the-plaza-on-hyde-park-hotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=21863831_189740112_0_42_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=180&highlighted_blocks=21863831_189740112_0_42_0&hpos=4&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=21863831_189740112_0_42_0__6000&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"The Z Hotel Piccadilly","Quartiere di Westminster, Londra Mostra sulla mappa","£60","1 notte, 1 adulto","Camera Matrimoniale senza Finestra","1 letto matrimoniale alla francese","8,6","Favoloso","5.363 recensioni","https://www.booking.com/hotel/gb/the-z-piccadilly.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=101503202_91943319_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=181&highlighted_blocks=101503202_91943319_0_0_0&hpos=5&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=101503202_91943319_0_0_0__5999&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Soho Deluxe Apartment","Quartiere di Westminster, Londra Mostra sulla mappa","£60","1 notte, 1 adulto","Appartamento Superior","2 letti
(1 divano letto, 1 matrimoniale)","6,0","Punteggio medio","5 recensioni","https://www.booking.com/hotel/gb/soho-deluxe-apartment.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=579167001_224407659_1_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=182&highlighted_blocks=579167001_224407659_1_0_0&hpos=6&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=579167001_224407659_1_0_0__6000&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"Hux Hotel, Kensington","Kensington e Chelsea, Londra Mostra sulla mappa","£61","1 notte, 1 adulto","Camera Matrimoniale","1 letto matrimoniale alla francese","8,7","Favoloso","103 recensioni","https://www.booking.com/hotel/gb/seraphine-london-kensington.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=17970702_265996373_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=183&highlighted_blocks=17970702_265996373_0_0_0&hpos=7&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=17970702_265996373_0_0_0__6100&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
